0,0.15,0.5859375
0,0.15,0.58240997225
0,0.15,0.5315500685
0,0.14,0.59333720425
1,0.16,0.5715754915
0,0.15,0.5078279825
1,0.15,0.578681378
1,0.15,0.4833984375
1,0.15,0.88482961275
0,0.17,0.60595567875
0,0.17,0.58131853625
0,0.17,0.699845679
0,0.17,0.8347750865
0,0.17,0.89013840825
1,0.17,0.60767226275
1,0.17,0.602324263
1,0.17,0.482421875
1,0.17,0.86879364225
1,0.17,0.472040668
1,0.17,0.6051423325
0,0.17,0.625
0,0.16,0.6920415225
0,0.16,0.4709218865
1,0.16,0.47872124625
0,0.16,0.72415444075
1,0.16,0.453808387
1,0.16,0.61067409375
1,0.14,0.59001040575
1,0.14,0.6160753135
0,0.14,0.5182766035
1,0.14,0.563885685
1,0.14,0.478888889
0,0.14,0.44470868025
0,0.14,0.6920970795
0,0.14,0.52351697725
0,0.14,0.6506543725
1,0.14,0.48828125
1,0.12,0.431640625
1,0.12,0.48806014775
0,0.12,0.50877700625
0,0.12,0.4245799855
0,0.12,0.45233594375
1,0.12,0.6610705285
1,0.12,0.463347841
0,0.13,0.39547571225
0,0.13,0.5215279915
1,0.13,0.4304399525
0,0.13,0.44600850625
