0,0.002,0.236294896030246
1,0.12,0.3515625
1,0.11,0.497777777777778
0,0.03,0.449826989619377
1,0.08,0.520833333333333
1,0.02,0.509387755102041
0,0.16,0.51038062283737
0,0.13,0.520813240229929
1,0.06,0.425347222222222
0,0.68,0.848732687782107
0,0.12,0.5
1,0.08,0.580246913580247
0,0.15,0.576171875
0,0.3,0.76171875
1,0.46,0.69204152249135
1,0.09,0.301308539944903
1,0.02,0.25
1,0.13,0.572320499479708
1,0.0075,0.473822480765622
0,0.00416666666666667,0.308641975308642
0,0.1,0.446042387543253
0,0.18,0.734439566115703
0,0.07,0.318877551020408
0,0.08,0.451388888888889
1,0.16,0.725436179981635
1,0.0025,0.2265625
1,0.11,0.416233090530697
1,0.06,0.56710775047259
0,0.19,0.693937180423667
1,0.04,0.475
0,0.13,0.366666666666667
1,0.22,0.560146923783287
1,0.47,0.339506172839506
1,0.17,0.642791551882461
1,0.16,0.603537981269511
0,0.19,0.436100546198061
1,0.6,0.590850825188271
0,0.005,2.03703703703704E-05
0,0.00666666666666667,0.484131253362023
0,0.01,0.444444444444444
1,0.005,0.732514177693762
0,0.06,0.466666666666667
0,0.08,0.497448979591837
1,0.0075,0.297560007934933
0,0.56,0.645415755315716
1,0.03,0.283446712018141
1,0.8,0.332986472424558
0,0.14,0.654296875
0,0.38,0.337370242214533
0,0.16,0.406574394463668
0,0.42,0.715719809637121
1,0.05,0.552672049211842
1,0.12,0.634755463059313
1,0.02,0.5859375
1,0.16,0.397923875432526
0,0.42,0.599671758616336
1,0.00416666666666667,0.420234824917507
1,0.005,0.419680575270508
0,0.08,0.325443786982248
1,0.0025,0.430910657856938
0,0.13,0.56640625
0,0.12,0.586734693877551
0,0.05,0.390495867768595
1,0.43,0.524599690082645
1,0.29,0.449753818962252
1,0.03,0.379774305555556
0,0.25,0.562283737024222
0,0.0108333333333333,0.44921875
1,0.01,0.207756232686981
0,0.04,0.248263888888889
1,0.15,0.537109375
1,0.09,0.425240054869684
0,0.05,0.392561983471074
1,0.33,0.833333333333333
0,0.0075,0.3698224852071
0,0.05,0.5375
0,0.01,0.483491360182069
1,0.19,0.743801652892562
0,0.45,0.674740484429066
1,0.15,0.39485766758494
0,0.01,2.62345679012346E-05
0,0.19,0.769467528470299
0,0.00583333333333333,0.482326485726351
0,0.005,0.459136822773186
0,0.48,0.554733727810651
0,0.28,0.697190426638918
1,0.1,0.463648834019204
1,0.08,0.322222222222222
1,0.08,0.442602040816327
1,0.35,0.493025924199505
0,0.17,0.717993079584775
1,0.00416666666666667,0.474489795918367
1,0.05,0.166666666666667
1,0.19,0.41015625
1,0.42,0.657462195923734
0,0.01,0.217013888888889
0,0.08,0.504032258064516
0,0.04,0.244444444444444
0,0.1,0.473372781065089
1,0.26,0.570934256055363
